FileName, Type, Correct, Partially, Missing, Spurious, Recall, Precision, F1
Danh-gia-tai-nghe-Sennheiser-OMX-680i-Sports-score.xml_000C7,Average,21,3,28,30,0.4326923076923077,0.4166666666666667,0.42452830188679247
De-2-SIM-2-song-pin-cuc-khoe-score.xml_000CA,Average,33,2,44,55,0.43037974683544306,0.37777777777777777,0.40236686390532544
Dell-Adamo-kiet-tac-duc-ket-score.xml_000CD,Average,125,7,89,119,0.581447963800905,0.5119521912350598,0.5444915254237288
Dell-Mini-10-su-lua-chon-nua-voi-score.xml_000D0,Average,45,11,54,63,0.4590909090909091,0.42436974789915966,0.44104803493449785
Dien-thoai-la---Motorola-BackFlip-score.xml_000D3,Average,16,1,24,22,0.4024390243902439,0.4230769230769231,0.41250000000000003
Doanh-nhan-HP-Compaq-2230s-score.xml_000D6,Average,35,6,29,46,0.5428571428571428,0.4367816091954023,0.4840764331210191
Dung-thu-laptop-Acer-Aspire-4738Z-score.xml_000D9,Average,8,4,18,9,0.3333333333333333,0.47619047619047616,0.39215686274509803
Dung-thu-Sony-Cyber-shot-T90-score.xml_000DC,Average,77,7,66,96,0.5366666666666666,0.44722222222222224,0.4878787878787879
Edge-mang-luong-gio-moi-cho-ThinkPad-score.xml_000DF,Average,36,3,45,60,0.44642857142857145,0.3787878787878788,0.4098360655737705
Eee-PC-1000H-giao-thoi-netbook-va-ultraportable-score.xml_000E2,Average,68,3,51,64,0.569672131147541,0.5148148148148148,0.5408560311284046
Eee-PC-1008HA-Seashell-score.xml_000E5,Average,59,5,60,60,0.4959677419354839,0.4959677419354839,0.4959677419354839
FPT-F99---di-dong-bat-chuoc-smartphone-score.xml_000E8,Average,16,0,5,5,0.7619047619047619,0.7619047619047619,0.7619047619047619
FX48-ban-Lumix-mo-nhat-score.xml_000EB,Average,79,6,80,97,0.49696969696969695,0.45054945054945056,0.4726224783861671
Gateway-P7804G-score.xml_000EE,Average,72,4,51,61,0.5826771653543307,0.5401459854014599,0.5606060606060607
Giai-tri-choi-game-voi-Acer-Aspire-5739G-score.xml_000F1,Average,75,11,93,115,0.44972067039106145,0.40049751243781095,0.42368421052631583
HP-G42-su-lua-chon-dang-tien-score.xml_000F4,Average,17,2,13,16,0.5625,0.5142857142857142,0.5373134328358209
HP-ProBook-4420s-diem-sang-cua-dong-ProBook-moi-score.xml_000F7,Average,36,7,19,73,0.6370967741935484,0.34051724137931033,0.4438202247191011
HP-Veer---smartphone-ti-hon-manh-me-score.xml_000FA,Average,18,3,32,21,0.36792452830188677,0.4642857142857143,0.4105263157894737
HTC-Touch-Diamond-2-score.xml_000FD,Average,96,20,104,114,0.4818181818181818,0.4608695652173913,0.47111111111111115
Huyen-thoai-moi---HTC-Legend-score.xml_00100,Average,17,3,18,11,0.4868421052631579,0.5967741935483871,0.5362318840579711
Kim-cuong-den-HTC-S740-score.xml_00103,Average,61,3,62,40,0.49603174603174605,0.6009615384615384,0.5434782608695653
L640-laptop-Core-i3-gia-re-cua-Toshiba-score.xml_00106,Average,13,6,25,20,0.36363636363636365,0.41025641025641024,0.3855421686746988
Lenovo-Y460-ban-nang-cap-gia-tri-score.xml_00109,Average,13,6,23,17,0.38095238095238093,0.4444444444444444,0.41025641025641024
LG-Mini-GD880-dep-ve-dac-biet-score.xml_0010C,Average,18,3,18,22,0.5,0.45348837209302323,0.475609756097561
Lifebook-T5010---may-tinh-bang-gia-cao-score.xml_0010F,Average,74,10,100,87,0.42934782608695654,0.4619883040935672,0.44507042253521123
Loa-di-dong-MD-221-score.xml_00112,Average,33,1,32,24,0.5075757575757576,0.5775862068965517,0.5403225806451611
Loa-iPod-co-dinh-Microlab-MD331-score.xml_00115,Average,28,1,18,25,0.6063829787234043,0.5277777777777778,0.5643564356435643
Loa-may-tinh-UCube---nho-ma-co-vo-score.xml_00118,Average,49,3,58,92,0.4590909090909091,0.3506944444444444,0.3976377952755905
Lumix-DMC-FP3-vua-bam-vua-cham-score.xml_0011B,Average,45,3,49,48,0.4793814432989691,0.484375,0.48186528497409326
May-anh-tu-suong-Samsung-ST600-score.xml_0011E,Average,10,1,9,14,0.525,0.42,0.4666666666666666
Nokia-5800-XpressMusic-score.xml_00121,Average,60,3,57,53,0.5125,0.5301724137931034,0.521186440677966
Nokia-C3---dien-thoai-phong-cach-tre-score.xml_00124,Average,19,0,24,28,0.4418604651162791,0.40425531914893614,0.4222222222222222
Nokia-N900-dang-tho-nhung-nhanh-nhen-score.xml_00127,Average,19,4,27,13,0.42,0.5833333333333334,0.4883720930232558
Nokia-N97-Mini-nhieu-cai-tien-score.xml_0012A,Average,24,6,48,39,0.34615384615384615,0.391304347826087,0.36734693877551017
Omnia-Pro-B7610---su-lua-chon-hop-ly-score.xml_0012D,Average,11,5,16,11,0.421875,0.5,0.4576271186440678
S2000---dinh-cao-cua-loa-vi-tinh-2-score.xml_00130,Average,42,2,52,50,0.4479166666666667,0.4574468085106383,0.45263157894736844
Samsung-EX1---may-anh-nho-cho-dan-chuyen-nghiep-score.xml_00133,Average,99,5,141,136,0.4142857142857143,0.42291666666666666,0.4185567010309279
